sn,aid,id,cluster_id,tag,host_name,az,data_center,rack,machine,service_type,host_ip,state,error_count,created_time,update_time,status,rack_id,host_group_id,disabled_app_id,reserved,is_dpdk,xc_group,dh_id,cpu_model,data_ip,snic_ip,snic_data_ip,snic_host_name,aid,id,cluster_id,host_id,vcpus,memory,disk,vcpus_used,memory_used,disk_used,vcpus_reserved,vcpus_reserved_info,memory_reserved,disk_reserved,cpu_mode,cpualloc_ratio,run_vms,created_time,update_time,status,version,gpu_card,disk_count,gpu_card_ratio,gpu_card_used,disk_count_used,share_vms,share_vcpus,mix_mode,memory_ratio
"197","29956","3639","cluster-general-prod-bj02","service-check=service-check","A01-R22-I9-67-1RCJXP2.JCLOUD.COM","prod_bj02","","MD6-F-11","general_2","kvm,hyper","10.211.9.67","Enable","1","2018-09-17 12:54:19","2020-11-19 00:50:44","1","487","601","","0","1","true","","","10.212.9.67","","","","29956","3639","cluster-general-prod-bj02","3639","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 12:54:19","2020-12-03 19:38:58","1","471","0","0","1","0","0","0","0","0","1"
"198","29957","3658","cluster-general-prod-bj02","service-check=service-check","A01-R22-I9-69-1QTHXP2.JCLOUD.COM","prod_bj02","","MD6-F-11","general_2","kvm,hyper","10.211.9.69","Enable","3","2018-09-17 12:54:32","2020-11-19 00:50:44","1","487","601","","0","1","true","","","10.212.9.69","","","","29957","3658","cluster-general-prod-bj02","3658","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 12:54:32","2020-12-03 19:38:58","1","604","0","0","1","0","0","0","0","0","1"
"199","30127","2481","cluster-general-prod-bj02","service-check=service-check-success","A01-R06-I12-76-BGG8HP2.JCLOUD.COM","prod_bj02","","2E-E-14","general_2","kvm,hyper","10.237.12.76","Enable","2","2018-05-30 00:50:02","2020-11-19 00:50:44","1","373","635","","0","1","true","","","10.238.12.76","","","","30127","2481","cluster-general-prod-bj02","2481","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-30 00:50:02","2020-12-03 19:38:58","1","1477","0","0","1","0","0","0","0","0","1"
"200","30095","2486","cluster-general-prod-bj02","testserver=forcomputesystem","A01-R06-I12-98-BHD8HP2.JCLOUD.COM","prod_bj02","","2E-E-15","general_2","kvm,hyper","10.237.12.98","Enable","1","2018-05-30 00:59:50","2020-11-19 00:50:44","1","374","605","","0","1","true","","","10.238.12.98","","","","30095","2486","cluster-general-prod-bj02","2486","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-30 00:59:50","2020-12-03 19:38:58","1","376","0","0","1","0","0","0","0","0","1"
"201","30094","2485","cluster-general-prod-bj02","testserver=forcomputesystem","A01-R06-I12-99-BH4CHP2.JCLOUD.COM","prod_bj02","","2E-E-15","general_2","kvm,hyper","10.237.12.99","Enable","3","2018-05-30 00:59:49","2020-11-19 00:50:44","1","374","605","","0","1","true","","","10.238.12.99","","","","30094","2485","cluster-general-prod-bj02","2485","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-30 00:59:49","2020-12-03 19:38:58","1","268","0","0","1","0","0","0","0","0","1"
"202","30122","2379","cluster-general-prod-bj02","service-check=service-check-success","A01-R06-I9-102-BH98HP2.JCLOUD.COM","prod_bj02","","2E-D-14","general_2","kvm,hyper","10.237.9.102","Enable","2","2018-05-29 23:09:58","2020-11-19 00:50:44","1","365","635","","0","1","true","","","10.238.9.102","","","","30122","2379","cluster-general-prod-bj02","2379","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-29 23:09:58","2020-12-03 19:38:58","1","291","0","0","1","0","0","0","0","0","1"
"203","30124","2394","cluster-general-prod-bj02","service-check=service-check-success","A01-R06-I9-132-BKP2HP2.JCLOUD.COM","prod_bj02","","2E-D-15","general_2","kvm,hyper","10.237.9.132","Enable","2","2018-05-29 23:20:09","2020-11-19 00:50:44","1","366","635","","0","1","true","","","10.238.9.132","","","","30124","2394","cluster-general-prod-bj02","2394","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-29 23:20:09","2020-12-03 19:38:58","1","901","0","0","1","0","0","0","0","0","1"
"204","30123","2392","cluster-general-prod-bj02","service-check=service-check-success","A01-R06-I9-135-BHK8HP2.JCLOUD.COM","prod_bj02","","2E-D-15","general_2","kvm,hyper","10.237.9.135","Enable","2","2018-05-29 23:20:08","2020-11-19 00:50:44","1","366","635","","0","1","true","","","10.238.9.135","","","","30123","2392","cluster-general-prod-bj02","2392","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-29 23:20:08","2020-12-03 19:38:58","1","2902","0","0","1","0","0","0","0","0","1"
"205","30125","2399","cluster-general-prod-bj02","service-check=service-check-success","A01-R06-I9-163-342HTP2.JCLOUD.COM","prod_bj02","","2E-D-16","general_2","kvm,hyper","10.237.9.163","Enable","2","2018-05-29 23:29:58","2020-11-19 00:50:44","1","367","635","","0","1","true","","","10.238.9.163","","","","30125","2399","cluster-general-prod-bj02","2399","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-29 23:29:58","2020-12-03 19:38:58","1","315","0","0","1","0","0","0","0","0","1"
"206","30126","2412","cluster-general-prod-bj02","service-check=service-check-success","A01-R06-I9-194-1XPGTP2.JCLOUD.COM","prod_bj02","","2E-D-17","general_2","kvm,hyper","10.237.9.194","Enable","2","2018-05-29 23:40:03","2020-11-19 00:50:44","1","368","635","","0","1","true","","","10.238.9.194","","","","30126","2412","cluster-general-prod-bj02","2412","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-29 23:40:03","2020-12-03 19:38:58","1","1207","0","0","1","0","0","0","0","0","1"
"207","30121","2376","cluster-general-prod-bj02","service-check=service-check-success","A01-R06-I9-73-1XDKTP2.JCLOUD.COM","prod_bj02","","2E-D-13","general_2","kvm,hyper","10.237.9.73","Enable","2","2018-05-29 23:00:06","2020-11-19 00:50:44","1","364","635","","0","1","true","","","10.238.9.73","","","","30121","2376","cluster-general-prod-bj02","2376","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-29 23:00:06","2020-12-03 19:38:58","1","324","0","0","1","0","0","0","0","0","1"
"208","29981","5104","cluster-general-prod-bj02","sdn-test=sdn-test","A01-R06-I16-205-BKK6HP2.JCLOUD.COM","prod_bj02","","2C-B-02","general_2","kvm,hyper","172.19.16.205","Enable","1","2018-11-12 18:55:22","2020-11-19 00:50:44","1","340","601","","0","1","true","","","10.255.16.205","","","","29981","5104","cluster-general-prod-bj02","5104","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-11-12 18:55:22","2020-12-17 21:43:21","1","66436","0","0","1","0","0","0","0","0","1"
"209","29982","5105","cluster-general-prod-bj02","sdn-test=sdn-test","A01-R06-I16-207-3PD5HP2.JCLOUD.COM","prod_bj02","","2C-B-02","general_2","kvm,hyper","172.19.16.207","Enable","1","2018-11-12 19:18:10","2020-11-19 00:50:44","1","340","601","","0","1","true","","","10.255.16.207","","","","29982","5105","cluster-general-prod-bj02","5105","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-11-12 19:18:10","2020-12-17 21:43:21","1","54928","0","0","1","0","0","0","0","0","1"
"210","30093","2163","cluster-general-prod-bj02","testserver=forcomputesystem","A01-R06-I8-98-BKS8HP2.JCLOUD.COM","prod_bj02","","2C-F-08","general_2","kvm,hyper","172.19.8.98","Enable","4","2018-05-18 21:56:09","2020-11-19 00:50:44","1","339","605","","0","1","true","","","10.255.8.98","","","","30093","2163","cluster-general-prod-bj02","2163","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-05-18 21:56:09","2020-12-03 19:38:58","1","273","0","0","1","0","0","0","0","0","1"
